Date,Source,Details,Country (Profile)
Fri Oct 14 05:06:03 +0000 2022,Pakistan News ,(From Indian media) BSF shoots down drone at India-Pakistan border in Amritsar #Pakistan hindustantimes.com/india-news/bsf…,"Islamabad, Pakistan"
Fri Oct 14 05:04:01 +0000 2022,Pakistan News ,IMF responds to chances of providing Pakistan relief amid flood devastation #Pakistan thenews.com.pk/latest/999833-…,"Islamabad, Pakistan"
Fri Oct 14 05:02:02 +0000 2022,Pakistan News ,Chinese delegation reaches Pakistan for flood management analysis #Pakistan dailytimes.com.pk/1012103/chines…,"Islamabad, Pakistan"
Fri Oct 14 04:58:02 +0000 2022,Pakistan News ,(From Indian media) 12 Pakistan major generals promoted in massive overhaul of top military brass #Pakistan wionews.com/south-asia/mas…,"Islamabad, Pakistan"
Fri Oct 14 04:56:03 +0000 2022,Pakistan News ,Power 'fully restored' across Pakistan after 12-hour outage: energy ministry #Pakistan dawn.com/news/1714824,"Islamabad, Pakistan"
Fri Oct 14 04:54:03 +0000 2022,Pakistan News ,"Gwadar, Karachi ports: Pakistan ready to provide Tajikistan access: PM #Pakistan brecorder.com/news/40203057","Islamabad, Pakistan"
Fri Oct 14 04:52:02 +0000 2022,Pakistan News ,Pakistan in deep debt trap - Opinion #Pakistan brecorder.com/news/40203020,"Islamabad, Pakistan"
Fri Oct 14 04:50:02 +0000 2022,Pakistan News ,"Pakistani Rupee to Saudi Riyal on October 14, 2022 #Pakistan pkrevenue.com/pakistani-rupe…","Islamabad, Pakistan"
Fri Oct 14 04:48:02 +0000 2022,Pakistan News ,West Indies’ next year tour of Pakistan likely to be postponed #Pakistan dailytimes.com.pk/1012067/west-i…,"Islamabad, Pakistan"
Fri Oct 14 04:46:03 +0000 2022,Pakistan News ,Pakistan flaunts IT potential #Pakistan tribune.com.pk/story/2381453/…,"Islamabad, Pakistan"
Fri Oct 14 04:32:03 +0000 2022,Pakistan News ,"IMF to help Pakistan based on UNDP, WB assessment on floods #Pakistan geo.tv/latest/446096-…","Islamabad, Pakistan"
Fri Oct 14 04:16:02 +0000 2022,Pakistan News ,PAKvNZ: New Zealand set 164-run target for Pakistan to win triangular series #Pakistan en.dailypakistan.com.pk/14-Oct-2022/pa…,"Islamabad, Pakistan"
Fri Oct 14 04:08:02 +0000 2022,Pakistan News ,SC moved against PTI's 'potentially disruptive' march - Pakistan - DAWN.COM #Pakistan dawn.com/news/1714954/s…,"Islamabad, Pakistan"
Fri Oct 14 04:06:03 +0000 2022,Pakistan News ,Pakistan Getting Bayraktar TB2 Drones Into Its Air Defense Network; Aims To Promote “Synergy” In Counter-Air Ops #Pakistan eurasiantimes.com/pakistan-getti…,"Islamabad, Pakistan"
Fri Oct 14 04:04:03 +0000 2022,Pakistan News ,"Pakistan reports 62 coronavirus cases, no death in 24 hours #Pakistan dunyanews.tv/en/Pakistan/67…","Islamabad, Pakistan"
Fri Oct 14 04:02:03 +0000 2022,Pakistan News ,"New Zealand vs Pakistan, Final, New Zealand T20I Tri-Series 2022 #Pakistan cricbuzz.com/live-cricket-s…","Islamabad, Pakistan"
Fri Oct 14 03:16:02 +0000 2022,Pakistan News ,"Pakistan win toss, opt to field against New Zealand in tri-series final #Pakistan dunyanews.tv/en/Cricket/671…","Islamabad, Pakistan"
Fri Oct 14 03:02:02 +0000 2022,Pakistan News ,"Pakistan win toss, bowl in T20 tri-series final against New Zealand #Pakistan dawn.com/news/1714980/p…","Islamabad, Pakistan"
Fri Oct 14 02:48:02 +0000 2022,Pakistan News ,Spain 7th largest importer of Pakistani products: envoy #Pakistan dawn.com/news/1714888/s…,"Islamabad, Pakistan"
Fri Oct 14 02:46:03 +0000 2022,Pakistan News ,Recent Match Report - New Zealand vs Pakistan Final 2022/23 #Pakistan espncricinfo.com/series/new-zea…,"Islamabad, Pakistan"
Fri Oct 14 02:38:03 +0000 2022,Pakistan News ,Pakistan's aggregate productivity declining: WB - Newspaper - DAWN.COM #Pakistan dawn.com/news/1714898/p…,"Islamabad, Pakistan"
Fri Oct 14 02:36:02 +0000 2022,Pakistan News ,"Pakistan is a difficult market to operate in, says Daraz CEO #Pakistan dawn.com/news/1714897/p…","Islamabad, Pakistan"
Fri Oct 14 02:34:01 +0000 2022,Pakistan News ,Pakistan confirm November friendlies with Nepal - Newspaper - DAWN.COM #Pakistan dawn.com/news/1714922/p…,"Islamabad, Pakistan"
Fri Oct 14 02:32:02 +0000 2022,Pakistan News ,Nawaz steadies ship as Pakistan squeeze past BD in T20 tri-series #Pakistan dawn.com/news/1714925/n…,"Islamabad, Pakistan"
Fri Oct 14 02:16:03 +0000 2022,Pakistan News ,Pakistan's Forex Reserves Drop to Lowest in Three Years #Pakistan bloomberg.com/news/articles/…,"Islamabad, Pakistan"
Fri Oct 14 01:48:02 +0000 2022,Pakistan News ,"Wasim, Afridi chip in with advice for Pakistan ahead of T20I World Cup #Pakistan pakistantoday.com.pk/2022/10/13/219…","Islamabad, Pakistan"
Fri Oct 14 01:46:02 +0000 2022,Pakistan News ,Academia’s contribution to cutting imports #Pakistan pakistantoday.com.pk/2022/10/13/aca…,"Islamabad, Pakistan"
Fri Oct 14 01:38:02 +0000 2022,Pakistan News ,Additional £10 million of UK aid for flood relief efforts in Pakistan - Pakistan #Pakistan reliefweb.int/report/pakista…,"Islamabad, Pakistan"
Fri Oct 14 01:36:03 +0000 2022,Pakistan News ,Pakistan seen as emerging IT hub #Pakistan thenews.com.pk/print/999698-p…,"Islamabad, Pakistan"
Fri Oct 14 01:34:03 +0000 2022,Pakistan News ,"Hunger, disease and homelessness loom large in Pakistan - Pakistan #Pakistan reliefweb.int/report/pakista…","Islamabad, Pakistan"
Fri Oct 14 01:32:03 +0000 2022,Pakistan News ,(From Indian media) Slams Pakistan after it raises Kashmir issue #Pakistan tribuneindia.com/news/nation/sl…,"Islamabad, Pakistan"
Fri Oct 14 01:20:04 +0000 2022,Pakistan News ,(From Indian media) DNA Exclusive: Analysis of Pakistan`s failed attempts to spread lies over Kashmir at UN #Pakistan zeenews.india.com/india/dna-excl…,"Islamabad, Pakistan"
Fri Oct 14 01:18:02 +0000 2022,Pakistan News ,Pakistan to ask China to move towards ML-1 project bidding #Pakistan thenews.com.pk/print/999817-p…,"Islamabad, Pakistan"
Fri Oct 14 01:16:02 +0000 2022,Pakistan News ,Delhi wants normal ties with Pakistan: South Asia expert #Pakistan thenews.com.pk/print/999754-d…,"Islamabad, Pakistan"
Fri Oct 14 01:02:02 +0000 2022,Pakistan News ,Gold Rate In Pakistan Today 14 October 2022 #Pakistan dailytimes.com.pk/1011840/gold-r…,"Islamabad, Pakistan"
Fri Oct 14 00:34:02 +0000 2022,Pakistan News ,Dengue - Pakistan #Pakistan who.int/emergencies/di…,"Islamabad, Pakistan"
Fri Oct 14 00:32:02 +0000 2022,Pakistan News ,PM reiterates Pakistan's commitment to cooperation in Asia #Pakistan dunyanews.tv/en/Pakistan/67…,"Islamabad, Pakistan"
Fri Oct 14 00:16:03 +0000 2022,Pakistan News ,Pakistan in deep debt trap - Opinion #Pakistan brecorder.com/news/40203020/…,"Islamabad, Pakistan"
Fri Oct 14 00:02:03 +0000 2022,Pakistan News ,Pakistan still in phase of providing immediate relief in flood-hit areas: EAD #Pakistan nation.com.pk/13-Oct-2022/pa…,"Islamabad, Pakistan"
Thu Oct 13 23:46:03 +0000 2022,Pakistan News ,Construction of two offshore patrol vessels for Pakistan Navy begins #Pakistan pakobserver.net/construction-o…,"Islamabad, Pakistan"
Thu Oct 13 23:02:03 +0000 2022,Pakistan News ,"Gwadar, Karachi ports: Pakistan ready to provide Tajikistan access: PM #Pakistan brecorder.com/news/40203057/…","Islamabad, Pakistan"
Thu Oct 13 22:50:03 +0000 2022,Pakistan News ,"Pakistan, Azerbaijan to fast-track energy ties - World - DAWN.COM #Pakistan dawn.com/news/1714776","Islamabad, Pakistan"
Thu Oct 13 22:48:02 +0000 2022,Pakistan News ,Heartbreak for Pakistan Women as semi-final defeat to Sri Lanka ends Asia Cup campaign #Pakistan dawn.com/news/1714840,"Islamabad, Pakistan"
Thu Oct 13 22:46:02 +0000 2022,Pakistan News ,View: Political instability weighs heavily on Pakistan's economy #Pakistan m.economictimes.com/news/internati…,"Islamabad, Pakistan"
Thu Oct 13 22:18:02 +0000 2022,Pakistan News ,Al-Azhar rejects fatwas against polio vaccination in Pakistan #Pakistan dawn.com/news/1714765,"Islamabad, Pakistan"
Thu Oct 13 22:16:02 +0000 2022,Pakistan News ,"(From Indian media) Pakistan No Country for Minorities? Kidnapping, Rape, Forced Conversions of Hindus, Sikhs on Rise | Exclusi #Pakistan news18.com/news/world/pak…","Islamabad, Pakistan"
Thu Oct 13 21:46:02 +0000 2022,Pakistan News ,Additional £10 million of UK aid for flood relief efforts in Pakistan #Pakistan gov.uk/government/new…,"Islamabad, Pakistan"
Thu Oct 13 20:46:03 +0000 2022,Pakistan News ,"(From Indian media) India, Pakistan clash over Kashmir in US, Rwanda and Kazakhstan #Pakistan tribuneindia.com/news/nation/in…","Islamabad, Pakistan"
Thu Oct 13 20:34:03 +0000 2022,Pakistan News ,Pakistan's Forex Reserves Drop to Lowest in Three Years #Pakistan bloomberg.com/news/articles/…,"Islamabad, Pakistan"
Thu Oct 13 20:32:01 +0000 2022,Pakistan News ,Biden is ignoring Pakistan. Here’s why that’s a mistake #Pakistan thehill.com/opinion/nation…,"Islamabad, Pakistan"
Thu Oct 13 20:16:02 +0000 2022,Pakistan News ,Biden is ignoring Pakistan. Here's why that's a mistake #Pakistan thehill.com/opinion/nation…,"Islamabad, Pakistan"
Thu Oct 13 20:04:03 +0000 2022,Pakistan News ,"Pakistan Monsoon Floods 2022 Islamic Relief Pakistan (12 October, 2022) - Pakistan #Pakistan reliefweb.int/report/pakista…","Islamabad, Pakistan"
Thu Oct 13 20:02:03 +0000 2022,Pakistan News ,Damen starts construction on two OPVs for Pakistan Navy #Pakistan navaltoday.com/2022/10/13/dam…,"Islamabad, Pakistan"
Thu Oct 13 19:16:02 +0000 2022,Pakistan News ,Pakistan defies West's pressure on anti-Russia resolution #Pakistan tribune.com.pk/story/2381394/…,"Islamabad, Pakistan"
Thu Oct 13 19:04:02 +0000 2022,Pakistan News ,Rain Likely to Play Spoilsport in Pakistan-India T20 World Cup Match #Pakistan propakistani.pk/2022/10/13/rai…,"Islamabad, Pakistan"
Thu Oct 13 19:02:02 +0000 2022,Pakistan News ,(From Indian media) Watch | India at UNGA calls on Pakistan to stop cross-border terrorism #Pakistan thehindu.com/news/national/…,"Islamabad, Pakistan"
Thu Oct 13 18:46:03 +0000 2022,Pakistan News ,PM says 'willing to engage with India' as Pakistan favours regional progress #Pakistan pakistantoday.com.pk/2022/10/13/pm-…,"Islamabad, Pakistan"
Thu Oct 13 18:16:03 +0000 2022,Pakistan News ,"Final of tri-nation series to be played between Pakistan, New Zealand on Friday #Pakistan radio.gov.pk/13-10-2022/fin…","Islamabad, Pakistan"
Thu Oct 13 18:08:02 +0000 2022,Pakistan News ,Modi regime starts another attempt to mislead world about IIOJK situation #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/13…,"Islamabad, Pakistan"
Thu Oct 13 18:06:03 +0000 2022,Pakistan News ,PM reiterates Pakistan's stance on Palestine issue #Pakistan radio.gov.pk/13-10-2022/pm-…,"Islamabad, Pakistan"
Thu Oct 13 18:04:03 +0000 2022,Pakistan News ,"(From Indian media) Pakistan: TLP lawmaker turns up at 'mosque-like' Ahmadiyya hall, calls for arrest of members of minority community #Pakistan firstpost.com/world/pakistan…","Islamabad, Pakistan"
Thu Oct 13 18:02:02 +0000 2022,Pakistan News ,Karachi municipality will be first to establish public university in Pakistan #Pakistan gulfnews.com/world/asia/pak…,"Islamabad, Pakistan"
Thu Oct 13 17:20:01 +0000 2022,Pakistan News ,LHC sets aside ECP order declaring PTI donor 'non-Pakistani' #Pakistan tribune.com.pk/story/2381378/…,"Islamabad, Pakistan"
Thu Oct 13 17:18:02 +0000 2022,Pakistan News ,Ericsson Launches Graduate Program for Upcoming Tech Leaders in Pakistan #Pakistan propakistani.pk/2022/10/13/eri…,"Islamabad, Pakistan"
Thu Oct 13 17:16:03 +0000 2022,Pakistan News ,Dengue - Pakistan #Pakistan who.int/emergencies/di…,"Islamabad, Pakistan"
Thu Oct 13 17:08:02 +0000 2022,Pakistan News ,Anti-Muslim bias: Delhi HC refuses to entertain bail plea of PFI leader on medical grounds #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/13…,"Islamabad, Pakistan"
Thu Oct 13 17:06:02 +0000 2022,Pakistan News ,BJP MLA gets bail 2 hours after being convicted in Muzaffarnagar riots case #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/13…,"Islamabad, Pakistan"
Thu Oct 13 17:04:03 +0000 2022,Pakistan News ,Hindu Mahasabha warns Hindu women in UP against applying Mehandi from Muslims #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/13…,"Islamabad, Pakistan"
Thu Oct 13 17:02:03 +0000 2022,Pakistan News ,(From Indian media) Pakistan minister called 'chor' by protesters at US airport | Video #Pakistan indiatoday.in/world/story/pa…,"Islamabad, Pakistan"
Thu Oct 13 16:50:03 +0000 2022,Pakistan News ,Pakistan's forex reserves decline for third week in row #Pakistan geo.tv/latest/446059-…,"Islamabad, Pakistan"
Thu Oct 13 16:48:03 +0000 2022,Pakistan News ,Pakistan still in phase of providing immediate relief in flood-hit areas: EAD #Pakistan dunyanews.tv/en/Pakistan/67…,"Islamabad, Pakistan"
Thu Oct 13 16:46:02 +0000 2022,Pakistan News ,Pakistan’s forex reserves decline for third week in row #Pakistan dailytimes.com.pk/1011813/pakist…,"Islamabad, Pakistan"
Thu Oct 13 16:34:02 +0000 2022,Pakistan News ,Pakistan Assembly wants Islamabad airport named after Benazir #Pakistan gulfnews.com/world/asia/pak…,"Islamabad, Pakistan"
Thu Oct 13 16:32:02 +0000 2022,Pakistan News ,Pakistan football team to tour Nepal in November #Pakistan geosuper.tv/latest/19194-p…,"Islamabad, Pakistan"
Thu Oct 13 16:16:01 +0000 2022,Pakistan News ,(From Indian media) 'Cut down on the IPL': Former Pakistan bowler's blunt statement #Pakistan hindustantimes.com/cricket/cut-do…,"Islamabad, Pakistan"
Thu Oct 13 16:02:03 +0000 2022,Pakistan News ,LFK dossier exposes fake encounter killings by Indian forces in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/13…,"Islamabad, Pakistan"
Thu Oct 13 15:48:05 +0000 2022,Pakistan News ,"(From Indian media) Pakistan raises Kashmir at CICA Summit in Kazakhstan. India gives it back, hard #Pakistan hindustantimes.com/india-news/gra…","Islamabad, Pakistan"
Thu Oct 13 15:46:04 +0000 2022,Pakistan News ,PM arrives in Pakistan after completing two-day visit to Kazakhstan #Pakistan radio.gov.pk/13-10-2022/pm-…,"Islamabad, Pakistan"
Thu Oct 13 15:22:02 +0000 2022,Pakistan News ,Nawaz steadies ship as Pakistan squeeze past Bangladesh in T20 series #Pakistan france24.com/en/live-news/2…,"Islamabad, Pakistan"
Thu Oct 13 15:20:03 +0000 2022,Pakistan News ,Recent Match Report - SL Women vs PAK Women 2nd Semi-Final 2022/23 #Pakistan espncricinfo.com/series/women-s…,"Islamabad, Pakistan"
Thu Oct 13 15:18:02 +0000 2022,Pakistan News ,Pakistan Arrests Opposition MP for Tweeting Against Powerful Military Chief #Pakistan voanews.com/a/pakistan-arr…,"Islamabad, Pakistan"
Thu Oct 13 15:16:02 +0000 2022,Pakistan News ,"Pakistan ready to give Tajikistan access to Gwadar, Karachi ports #Pakistan tribune.com.pk/story/2381385/…","Islamabad, Pakistan"
Thu Oct 13 15:08:02 +0000 2022,Pakistan News ,Justice Magrey takes charge as Chief Justice of IIOJK HC #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/13…,"Islamabad, Pakistan"
Thu Oct 13 15:06:02 +0000 2022,Pakistan News ,(From Indian media) 12 Pak major generals promoted in massive overhaul of top military brass #Pakistan wionews.com/south-asia/mas…,"Islamabad, Pakistan"
Thu Oct 13 15:04:03 +0000 2022,Pakistan News ,"Imran holds govt, agencies responsible for rising terrorism in Swat #Pakistan dawn.com/news/1714835","Islamabad, Pakistan"
Thu Oct 13 15:02:03 +0000 2022,Pakistan News ,Kenya Visa from Pakistan -Fees and How to Apply #Pakistan dailytimes.com.pk/1011754/kenya-…,"Islamabad, Pakistan"
Thu Oct 13 14:48:02 +0000 2022,Pakistan News ,"New Zealand vs Pakistan, Final, New Zealand T20I Tri-Series 2022 #Pakistan cricbuzz.com/cricket-commen…","Islamabad, Pakistan"
Thu Oct 13 14:46:02 +0000 2022,Pakistan News ,"Pakistani Rupee to US Dollar on October 13, 2022 #Pakistan pkrevenue.com/pakistani-rupe…","Islamabad, Pakistan"
Thu Oct 13 14:34:03 +0000 2022,Pakistan News ,"Pakistan, Bangladesh big guns fire ahead of T20 World Cup #Pakistan t20worldcup.com/news/2849659","Islamabad, Pakistan"
Thu Oct 13 14:32:03 +0000 2022,Pakistan News ,A historic coup for Pakistan: The metaverse company 'Big Immersive' enters Formula 1 #Pakistan tribune.com.pk/story/2381371/…,"Islamabad, Pakistan"
Thu Oct 13 14:16:02 +0000 2022,Pakistan News ,(From Indian media) Pakistan continues to be the source of terrorist activities: MoS Lekhi #Pakistan business-standard.com/article/curren…,"Islamabad, Pakistan"
Thu Oct 13 14:02:03 +0000 2022,Pakistan News ,MMU denounces IIOJK authorities for allowing open selling of alcohol #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/13…,"Islamabad, Pakistan"
Thu Oct 13 13:48:03 +0000 2022,Pakistan News ,Malala swaps stories with flood victims at Sindh camp #Pakistan dawn.com/news/1714784,"Islamabad, Pakistan"
Thu Oct 13 13:46:02 +0000 2022,Pakistan News ,Shehryar Chishti buying stake in KE at Cayman court but Pakistan govt without a clue #Pakistan en.dailypakistan.com.pk/13-Oct-2022/sh…,"Islamabad, Pakistan"
Thu Oct 13 13:36:03 +0000 2022,Pakistan News ,"Pakistan ready for talks, but India must show sincerity: PM Shahbaz #Pakistan thenews.com.pk/latest/999571-…","Islamabad, Pakistan"
Thu Oct 13 13:34:02 +0000 2022,Pakistan News ,Jamia Al Azhar rejects fatwas against polio vaccination in Pakistan #Pakistan dailytimes.com.pk/1011658/jamia-…,"Islamabad, Pakistan"
Thu Oct 13 13:32:02 +0000 2022,Pakistan News ,Pakistan approved 280 MW of solar in 2021-22 – pv magazine International #Pakistan pv-magazine.com/2022/10/13/pak…,"Islamabad, Pakistan"
Thu Oct 13 13:16:03 +0000 2022,Pakistan News ,Heartbreak for Pakistan Women as semi-final defeat to Sri Lanka ends Asia Cup campaign #Pakistan dawn.com/news/1714840/h…,"Islamabad, Pakistan"
Thu Oct 13 13:06:03 +0000 2022,Pakistan News ,Kashmiri martyrs’ sacrifices not to be allowed go in vain: APHC leaders #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/13…,"Islamabad, Pakistan"
Thu Oct 13 13:04:02 +0000 2022,Pakistan News ,"Regional stability essential for rapid economic growth of Pakistan, PM tells CICA #Pakistan brecorder.com/news/40202902","Islamabad, Pakistan"
Thu Oct 13 13:02:02 +0000 2022,Pakistan News ,"(From Indian media) India tears into Islamabad, says 'it is global epicentre of terrorism'; Pakistan PM in attendance #Pakistan indiatvnews.com/news/india/ind…","Islamabad, Pakistan"
Thu Oct 13 12:34:03 +0000 2022,Pakistan News ,(From Indian media) ‘Frivolous and pointless’: India tears into Pakistan for raising Kashmir issue at UN #Pakistan indiatoday.in/india/story/in…,"Islamabad, Pakistan"
